match_id,team,action_type,hero,lane,is_winner
M140,btr,pick,fredrinn,jungler,1
M140,btr,pick,pharsa,mid,1
M140,btr,pick,beatrix,gold,1
M140,btr,pick,kalea,roam,1
M141,navi,ban,fredrinn,first,0
M141,navi,ban,harith,first,0
M141,navi,ban,mathilda,first,0
M141,navi,ban,phoveus,second,0
M141,navi,ban,akai,second,0
M141,btr,ban,kalea,first,1
M141,btr,ban,hayabusa,first,1
M141,btr,ban,chip,first,1
M141,btr,ban,pharsa,second,1
M141,btr,ban,luo yi,second,1
M141,navi,pick,hilda,exp,0
M141,navi,pick,fanny,jungler,0
M141,navi,pick,kimmy,mid,0
M141,navi,pick,granger,gold,0
M141,navi,pick,jawhead,roam,0
M141,btr,pick,badang,exp,1
M141,btr,pick,joy,jungler,1
M141,btr,pick,zhuxin,mid,1
M141,btr,pick,moskov,gold,1
M141,btr,pick,chou,roam,1
M142,liquid,ban,luo yi,first,1
M142,liquid,ban,granger,first,1
M142,liquid,ban,chip,first,1
M142,liquid,ban,lolita,second,1
M142,liquid,ban,edith,second,1
M142,evos,ban,mathilda,first,0
M142,evos,ban,harith,first,0
M142,evos,ban,moskov,first,0
M142,evos,ban,beatrix,second,0
M142,evos,ban,badang,second,0
M142,liquid,pick,phoveus,exp,1
M142,liquid,pick,suyou,jungler,1
M142,liquid,pick,pharsa,mid,1
M142,liquid,pick,kimmy,gold,1
M142,liquid,pick,kalea,roam,1
M142,evos,pick,gloo,exp,0
M142,evos,pick,fanny,jungler,0
M142,evos,pick,yve,mid,0
M142,evos,pick,bruno,gold,0
M142,evos,pick,gatotkaca,roam,0
M143,liquid,ban,luo yi,first,0
M143,liquid,ban,granger,first,0
M143,liquid,ban,kalea,first,0
M143,liquid,ban,zhask,second,0
M143,liquid,ban,edith,second,0
M143,evos,ban,chip,first,1
M143,evos,ban,fanny,first,1
M143,evos,ban,kimmy,first,1
M143,evos,ban,tigreal,second,1
M143,evos,ban,chou,second,1
M143,liquid,pick,phoveus,exp,0
M143,liquid,pick,hayabusa,jungler,0
M143,liquid,pick,zhuxin,mid,0
M143,liquid,pick,harith,gold,0
M143,liquid,pick,gatotkaca,roam,0
M143,evos,pick,gloo,exp,1
M143,evos,pick,suyou,jungler,1
M143,evos,pick,yve,mid,1
M143,evos,pick,beatrix,gold,1
M143,evos,pick,jawhead,roam,1
M144,liquid,ban,luo yi,first,1
M144,liquid,ban,jawhead,first,1
M144,liquid,ban,harith,first,1
M144,liquid,ban,valentina,second,1
M144,liquid,ban,gatotkaca,second,1
M144,evos,ban,chip,first,0
M144,evos,ban,fanny,first,0
M144,evos,ban,kimmy,first,0
M144,evos,ban,pharsa,second,0
M144,evos,ban,beatrix,second,0
M144,liquid,pick,phoveus,exp,1
M144,liquid,pick,hayabusa,jungler,1
M144,liquid,pick,yve,mid,1
M144,liquid,pick,karrie,gold,1
M144,liquid,pick,kalea,roam,1
M144,evos,pick,gloo,exp,0
M144,evos,pick,joy,jungler,0
M144,evos,pick,faramis,mid,0
M144,evos,pick,granger,gold,0
M144,evos,pick,hylos,roam,0
M145,liquid,ban,luo yi,first,0
M145,liquid,ban,chip,first,0
M145,liquid,ban,kalea,first,0
M145,liquid,ban,selena,second,0
M145,liquid,ban,novaria,second,0
M145,ae,ban,fanny,first,1
M145,ae,ban,suyou,first,1
M145,ae,ban,harith,first,1
M145,ae,ban,moskov,second,1
M145,ae,ban,chou,second,1
M145,liquid,pick,hilda,exp,0
M145,liquid,pick,hayabusa,jungler,0
M145,liquid,pick,zhuxin,mid,0
M145,liquid,pick,kimmy,gold,0
M145,liquid,pick,khaleed,roam,0
M145,ae,pick,phoveus,exp,1
M145,ae,pick,ling,jungler,1
M145,ae,pick,yve,mid,1
M145,ae,pick,clint,gold,1
M145,ae,pick,gatotkaca,roam,1
M146,liquid,ban,luo yi,first,0
M146,liquid,ban,chip,first,0
M146,liquid,ban,phoveus,first,0
M146,liquid,ban,valentina,second,0
M146,liquid,ban,selena,second,0
M146,ae,ban,fanny,first,1
M146,ae,ban,suyou,first,1
M146,ae,ban,harith,first,1
M146,ae,ban,badang,second,1
M146,ae,ban,pharsa,second,1
M146,liquid,pick,kalea,exp,0
M146,liquid,pick,hayabusa,jungler,0
M146,liquid,pick,novaria,mid,0
M146,liquid,pick,moskov,gold,0
M146,liquid,pick,baxia,roam,0
M146,ae,pick,gatotkaca,exp,1
M146,ae,pick,ling,jungler,1
M146,ae,pick,kimmy,mid,1
M146,ae,pick,granger,gold,1
M146,ae,pick,franco,roam,1
M147,btr,ban,fanny,first,1
M147,btr,ban,kalea,first,1
M147,btr,ban,kimmy,first,1
M147,btr,ban,cici,second,1
M147,btr,ban,phoveus,second,1
M147,dewa,ban,masha,first,0
M147,dewa,ban,harith,first,0
M147,dewa,ban,chou,first,0
M147,dewa,ban,yve,second,0
M147,dewa,ban,badang,second,0
M147,btr,pick,fredrinn,exp,1
M147,btr,pick,lancelot,jungler,1
M147,btr,pick,luo yi,mid,1
M147,btr,pick,moskov,gold,1
M147,btr,pick,chip,roam,1
M147,dewa,pick,terizla,exp,0
M147,dewa,pick,joy,jungler,0
M147,dewa,pick,zhuxin,mid,0
M147,dewa,pick,granger,gold,0
M147,dewa,pick,gatotkaca,roam,0
M148,btr,ban,hayabusa,first,1
M148,btr,ban,fanny,first,1
M148,btr,ban,luo yi,first,1
M148,btr,ban,cici,second,1
M148,btr,ban,tigreal,second,1
M148,dewa,ban,joy,first,0
M148,dewa,ban,masha,first,0
M148,dewa,ban,kimmy,first,0
M148,dewa,ban,yve,second,0
M148,dewa,ban,pharsa,second,0
M148,btr,pick,kalea,exp,1
M148,btr,pick,baxia,jungler,1
M148,btr,pick,cecilion,mid,1
M148,btr,pick,beatrix,gold,1
M148,btr,pick,chip,roam,1
M148,dewa,pick,edith,exp,0
M148,dewa,pick,suyou,jungler,0
M148,dewa,pick,zhuxin,mid,0
M148,dewa,pick,harith,gold,0
M148,dewa,pick,gatotkaca,roam,0
M149,geek,ban,fanny,first,1
M149,geek,ban,kimmy,first,1
M149,geek,ban,kalea,first,1
M149,geek,ban,joy,second,1
M149,geek,ban,hayabusa,second,1
M149,liquid,ban,luo yi,first,0
M149,liquid,ban,phoveus,first,0
M149,liquid,ban,harith,first,0
M149,liquid,ban,yve,second,0
M149,liquid,ban,valentina,second,0
M149,geek,pick,gloo,exp,1
M149,geek,pick,suyou,jungler,1
M149,geek,pick,zhask,mid,1
M149,geek,pick,granger,gold,1
M149,geek,pick,badang,roam,1
M149,liquid,pick,gatotkaca,exp,0
M149,liquid,pick,lukas,jungler,0
M149,liquid,pick,zhuxin,mid,0
M149,liquid,pick,moskov,gold,0
M149,liquid,pick,chip,roam,0
M150,geek,ban,fanny,first,0
M150,geek,ban,kalea,first,0
M150,geek,ban,kimmy,first,0
M150,geek,ban,moskov,second,0
M150,geek,ban,edith,second,0
M150,liquid,ban,luo yi,first,1
M150,liquid,ban,phoveus,first,1
M150,liquid,ban,harith,first,1
M150,liquid,ban,yve,second,1
M150,liquid,ban,gloo,second,1
M150,geek,pick,hylos,exp,0
M150,geek,pick,joy,jungler,0
M150,geek,pick,zhask,mid,0
M150,geek,pick,granger,gold,0
M150,geek,pick,badang,roam,0
M150,liquid,pick,gatotkaca,exp,1
M150,liquid,pick,suyou,jungler,1
M150,liquid,pick,zhuxin,mid,1
M150,liquid,pick,bruno,gold,1
M150,liquid,pick,chip,roam,1
M151,geek,ban,fanny,first,1
M151,geek,ban,kalea,first,1
M151,geek,ban,kimmy,first,1
M151,geek,ban,moskov,second,1
M151,geek,ban,edith,second,1
M151,liquid,ban,luo yi,first,0
M151,liquid,ban,phoveus,first,0
M151,liquid,ban,harith,first,0
M151,liquid,ban,yve,second,0
M151,liquid,ban,gloo,second,0
M151,geek,pick,terizla,exp,1
M151,geek,pick,joy,jungler,1
M151,geek,pick,valentina,mid,1
M151,geek,pick,granger,gold,1
M151,geek,pick,badang,roam,1
M151,liquid,pick,gatotkaca,exp,0
M151,liquid,pick,suyou,jungler,0
M151,liquid,pick,zhuxin,mid,0
M151,liquid,pick,bruno,gold,0
M151,liquid,pick,chip,roam,0
M152,ae,ban,suyou,first,0
M152,ae,ban,lukas,first,0
M152,ae,ban,hylos,first,0
M152,ae,ban,badang,second,0
M152,ae,ban,tigreal,second,0
M152,rrq,ban,kimmy,first,1
M152,rrq,ban,harith,first,1
M152,rrq,ban,kalea,first,1
M152,rrq,ban,granger,second,1
M152,rrq,ban,yve,second,1
M152,ae,pick,phoveus,exp,0
M152,ae,pick,ling,jungler,0
M152,ae,pick,selena,mid,0
M152,ae,pick,karrie,gold,0
M152,ae,pick,gatotkaca,roam,0
M152,rrq,pick,hilda,exp,1
M152,rrq,pick,hayabusa,jungler,1
M152,rrq,pick,zhuxin,mid,1
M152,rrq,pick,beatrix,gold,1
M152,rrq,pick,franco,roam,1
M153,ae,ban,suyou,first,1
M153,ae,ban,kalea,first,1
M153,ae,ban,tigreal,first,1
M153,ae,ban,franco,second,1
M153,ae,ban,badang,second,1
M153,rrq,ban,kimmy,first,0
M153,rrq,ban,harith,first,0
M153,rrq,ban,kalea,first,0
M153,rrq,ban,phoveus,second,0
M153,rrq,ban,granger,second,0
M153,ae,pick,chou,exp,1
M153,ae,pick,hayabusa,jungler,1
M153,ae,pick,yve,mid,1
M153,ae,pick,karrie,gold,1
M153,ae,pick,gatotkaca,roam,1
M153,rrq,pick,hylos,exp,0
M153,rrq,pick,joy,jungler,0
M153,rrq,pick,zhuxin,mid,0
M153,rrq,pick,moskov,gold,0
M153,rrq,pick,chip,roam,0
M154,ae,ban,suyou,first,0
M154,ae,ban,lukas,first,0
M154,ae,ban,phoveus,first,0
M154,ae,ban,franco,second,0
M154,ae,ban,cici,second,0
M154,rrq,ban,kimmy,first,1
M154,rrq,ban,harith,first,1
M154,rrq,ban,kalea,first,1
M154,rrq,ban,chou,second,1
M154,rrq,ban,granger,second,1
M154,ae,pick,hylos,exp,0
M154,ae,pick,hayabusa,jungler,0
M154,ae,pick,yve,mid,0
M154,ae,pick,claude,gold,0
M154,ae,pick,tigreal,roam,0
M154,rrq,pick,badang,exp,1
M154,rrq,pick,joy,jungler,1
M154,rrq,pick,pharsa,mid,1
M154,rrq,pick,wanwan,gold,1
M154,rrq,pick,gatotkaca,roam,1
M155,btr,ban,fanny,first,1
M155,btr,ban,luo yi,first,1
M155,btr,ban,joy,first,1
M155,btr,ban,xborg,second,1
M155,btr,ban,hayabusa,second,1
M155,onic,ban,masha,first,0
M155,onic,ban,zhuxin,first,0
M155,onic,ban,chip,first,0
M155,onic,ban,beatrix,second,0
M155,onic,ban,moskov,second,0
M155,btr,pick,kalea,exp,1
M155,btr,pick,baxia,jungler,1
M155,btr,pick,pharsa,mid,1
M155,btr,pick,granger,gold,1
M155,btr,pick,badang,roam,1
M155,onic,pick,gatotkaca,exp,0
M155,onic,pick,ling,jungler,0
M155,onic,pick,selena,mid,0
M155,onic,pick,kimmy,gold,0
M155,onic,pick,jawhead,roam,0
M156,btr,ban,luo yi,first,0
M156,btr,ban,fanny,first,0
M156,btr,ban,joy,first,0
M156,btr,ban,valentina,second,0
M156,btr,ban,cecilion,second,0
M156,onic,ban,chip,first,1
M156,onic,ban,zhuxin,first,1
M156,onic,ban,kimmy,first,1
M156,onic,ban,masha,second,1
M156,onic,ban,ling,second,1
M156,btr,pick,kalea,exp,0
M156,btr,pick,baxia,jungler,0
M156,btr,pick,pharsa,mid,0
M156,btr,pick,granger,gold,0
M156,btr,pick,badang,roam,0
M156,onic,pick,gloo,exp,1
M156,onic,pick,hanzo,jungler,1
M156,onic,pick,faramis,mid,1
M156,onic,pick,harith,gold,1
M156,onic,pick,gatotkaca,roam,1
M157,btr,ban,luo yi,first,1
M157,btr,ban,fanny,first,1
M157,btr,ban,joy,first,1
M157,btr,ban,gloo,second,1
M157,btr,ban,pharsa,second,1
M157,onic,ban,chip,first,0
M157,onic,ban,kalea,first,0
M157,onic,ban,masha,first,0
M157,onic,ban,ling,second,0
M157,onic,ban,moskov,second,0
M157,btr,pick,ruby,exp,1
M157,btr,pick,fredrinn,jungler,1
M157,btr,pick,kimmy,mid,1
M157,btr,pick,granger,gold,1
M157,btr,pick,badang,roam,1
M157,onic,pick,phoveus,exp,0
M157,onic,pick,hanzo,jungler,0
M157,onic,pick,valir,mid,0
M157,onic,pick,harith,gold,0
M157,onic,pick,baxia,roam,0
M158,rrq,ban,kalea,first,0
M158,rrq,ban,kimmy,first,0
M158,rrq,ban,fanny,first,0
M158,rrq,ban,joy,second,0
M158,rrq,ban,novaria,second,0
M158,dewa,ban,phoveus,first,1
M158,dewa,ban,zhuxin,first,1
M158,dewa,ban,moskov,first,1
M158,dewa,ban,harith,second,1
M158,dewa,ban,franco,second,1
M158,rrq,pick,badang,exp,0
M158,rrq,pick,suyou,jungler,0
M158,rrq,pick,valentina,mid,0
M158,rrq,pick,wanwan,gold,0
M158,rrq,pick,gatotkaca,roam,0
M158,dewa,pick,esmeralda,exp,1
M158,dewa,pick,fredrinn,jungler,1
M158,dewa,pick,yve,mid,1
M158,dewa,pick,granger,gold,1
M158,dewa,pick,chip,roam,1
M159,rrq,ban,kalea,first,0
M159,rrq,ban,granger,first,0
M159,rrq,ban,fanny,first,0
M159,rrq,ban,tigreal,second,0
M159,rrq,ban,mathilda,second,0
M159,dewa,ban,phoveus,first,1
M159,dewa,ban,zhuxin,first,1
M159,dewa,ban,moskov,first,1
M159,dewa,ban,hanzo,second,1
M159,dewa,ban,hayabusa,second,1
M159,rrq,pick,terizla,exp,0
M159,rrq,pick,joy,jungler,0
M159,rrq,pick,pharsa,mid,0
M159,rrq,pick,beatrix,gold,0
M159,rrq,pick,chip,roam,0
M159,dewa,pick,cici,exp,1
M159,dewa,pick,fredrinn,jungler,1
M159,dewa,pick,kimmy,mid,1
M159,dewa,pick,harith,gold,1
M159,dewa,pick,badang,roam,1
M160,onic,ban,kimmy,first,1
M160,onic,ban,joy,first,1
M160,onic,ban,chip,first,1
M160,onic,ban,phoveus,second,1
M160,onic,ban,gloo,second,1
M160,evos,ban,hayabusa,first,0
M160,evos,ban,kalea,first,0
M160,evos,ban,luo yi,first,0
M160,evos,ban,yve,second,0
M160,evos,ban,novaria,second,0
M160,onic,pick,hylos,exp,1
M160,onic,pick,fanny,jungler,1
M160,onic,pick,pharsa,mid,1
M160,onic,pick,granger,gold,1
M160,onic,pick,badang,roam,1
M160,evos,pick,chou,exp,0
M160,evos,pick,suyou,jungler,0
M160,evos,pick,cecilion,mid,0
M160,evos,pick,harith,gold,0
M160,evos,pick,gatotkaca,roam,0
M161,onic,ban,lukas,first,1
M161,onic,ban,baxia,first,1
M161,onic,ban,hayabusa,first,1
M161,onic,ban,gatotkaca,second,1
M161,onic,ban,phoveus,second,1
M161,evos,ban,chip,first,0
M161,evos,ban,kimmy,first,0
M161,evos,ban,fanny,first,0
M161,evos,ban,badang,second,0
M161,evos,ban,gloo,second,0
M161,onic,pick,hylos,exp,1
M161,onic,pick,joy,jungler,1
M161,onic,pick,luo yi,mid,1
M161,onic,pick,granger,gold,1
M161,onic,pick,jawhead,roam,1
M161,evos,pick,kalea,exp,0
M161,evos,pick,ling,jungler,0
M161,evos,pick,pharsa,mid,0
M161,evos,pick,harith,gold,0
M161,evos,pick,tigreal,roam,0
M162,navi,ban,fanny,first,0
M162,navi,ban,kalea,first,0
M162,navi,ban,chip,first,0
M162,navi,ban,helcurt,second,0
M162,navi,ban,zhask,second,0
M162,geek,ban,hayabusa,first,1
M162,geek,ban,suyou,first,1
M162,geek,ban,phoveus,first,1
M162,geek,ban,lukas,second,1
M162,geek,ban,ling,second,1
M162,navi,pick,gatotkaca,exp,0
M162,navi,pick,hanzo,jungler,0
M162,navi,pick,zhuxin,mid,0
M162,navi,pick,harith,gold,0
M162,navi,pick,khaleed,roam,0
M162,geek,pick,hylos,exp,1
M162,geek,pick,suyou,jungler,1
M162,geek,pick,kimmy,mid,1
M162,geek,pick,wanwan,gold,1
M162,geek,pick,badang,roam,1
M163,navi,ban,fanny,first,0
M163,navi,ban,suyou,first,0
M163,navi,ban,kimmy,first,0
M163,navi,ban,mathilda,second,0
M163,navi,ban,irithel,second,0
M163,geek,ban,hayabusa,first,1
M163,geek,ban,granger,first,1
M163,geek,ban,phoveus,first,1
M163,geek,ban,zhuxin,second,1
M163,geek,ban,gloo,second,1
M163,navi,pick,badang,exp,0
M163,navi,pick,joy,jungler,0
M163,navi,pick,vexana,mid,0
M163,navi,pick,wanwan,gold,0
M163,navi,pick,gatotkaca,roam,0
M163,geek,pick,akai,exp,1
M163,geek,pick,lukas,jungler,1
M163,geek,pick,valentina,mid,1
M163,geek,pick,harith,gold,1
M163,geek,pick,kalea,roam,1
M164,btr,ban,fanny,first,1
M164,btr,ban,luo yi,first,1
M164,btr,ban,joy,first,1
M164,btr,ban,cici,second,1
M164,btr,ban,faramis,second,1
M164,geek,ban,kalea,first,0
M164,geek,ban,masha,first,0
M164,geek,ban,fredrinn,first,0
M164,geek,ban,pharsa,second,0
M164,geek,ban,kimmy,second,0
M164,btr,pick,phoveus,exp,1
M164,btr,pick,baxia,jungler,1
M164,btr,pick,valentina,mid,1
M164,btr,pick,irithel,gold,1
M164,btr,pick,angela,roam,1
M164,geek,pick,gloo,exp,0
M164,geek,pick,suyou,jungler,0
M164,geek,pick,zhuxin,mid,0
M164,geek,pick,harith,gold,0
M164,geek,pick,badang,roam,0
M165,btr,ban,fanny,first,0
M165,btr,ban,joy,first,0
M165,btr,ban,kalea,first,0
M165,btr,ban,chou,second,0
M165,btr,ban,zhuxin,second,0
M165,geek,ban,fredrinn,first,1
M165,geek,ban,baxia,first,1
M165,geek,ban,masha,first,1
M165,geek,ban,hanzo,second,1
M165,geek,ban,wanwan,second,1
M165,btr,pick,badang,exp,0
M165,btr,pick,lukas,jungler,0
M165,btr,pick,luo yi,mid,0
M165,btr,pick,clint,gold,0
M165,btr,pick,hylos,roam,0
M165,geek,pick,phoveus,exp,1
M165,geek,pick,suyou,jungler,1
M165,geek,pick,valentina,mid,1
M165,geek,pick,granger,gold,1
M165,geek,pick,gatotkaca,roam,1
M166,btr,ban,fanny,first,0
M166,btr,ban,luo yi,first,0
M166,btr,ban,phoveus,first,0
M166,btr,ban,faramis,second,0
M166,btr,ban,gatotkaca,second,0
M166,geek,ban,masha,first,1
M166,geek,ban,fredrinn,first,1
M166,geek,ban,baxia,first,1
M166,geek,ban,granger,second,1
M166,geek,ban,pharsa,second,1
M166,btr,pick,kalea,exp,0
M166,btr,pick,hayabusa,jungler,0
M166,btr,pick,kimmy,mid,0
M166,btr,pick,beatrix,gold,0
M166,btr,pick,tigreal,roam,0
M166,geek,pick,gloo,exp,1
M166,geek,pick,joy,jungler,1
M166,geek,pick,zhuxin,mid,1
M166,geek,pick,wanwan,gold,1
M166,geek,pick,badang,roam,1
M167,dewa,ban,badang,first,1
M167,dewa,ban,hayabusa,first,1
M167,dewa,ban,fanny,first,1
M167,dewa,ban,moskov,second,1
M167,dewa,ban,jawhead,second,1
M167,onic,ban,chip,first,0
M167,onic,ban,kalea,first,0
M167,onic,ban,zhuxin,first,0
M167,onic,ban,edith,second,0
M167,onic,ban,hylos,second,0
M167,dewa,pick,gloo,exp,1
M167,dewa,pick,fredrinn,jungler,1
M167,dewa,pick,kimmy,mid,1
M167,dewa,pick,granger,gold,1
M167,dewa,pick,chou,roam,1
M167,onic,pick,phoveus,exp,0
M167,onic,pick,joy,jungler,0
M167,onic,pick,pharsa,mid,0
M167,onic,pick,beatrix,gold,0
M167,onic,pick,gatotkaca,roam,0
M168,dewa,ban,badang,first,0
M168,dewa,ban,hayabusa,first,0
M168,dewa,ban,fanny,first,0
M168,dewa,ban,hanzo,second,0
M168,dewa,ban,ling,second,0
M168,onic,ban,chip,first,1
M168,onic,ban,kalea,first,1
M168,onic,ban,joy,first,1
M168,onic,ban,wanwan,second,1
M168,onic,ban,claude,second,1
M168,dewa,pick,cici,exp,0
M168,dewa,pick,fredrinn,jungler,0
M168,dewa,pick,kimmy,mid,0
M168,dewa,pick,harith,gold,0
M168,dewa,pick,mathilda,roam,0
M168,onic,pick,paquito,exp,1
M168,onic,pick,baxia,jungler,1
M168,onic,pick,yve,mid,1
M168,onic,pick,granger,gold,1
M168,onic,pick,franco,roam,1
M169,dewa,ban,badang,first,0
M169,dewa,ban,hayabusa,first,0
M169,dewa,ban,fanny,first,0
M169,dewa,ban,luo yi,second,0
M169,dewa,ban,pharsa,second,0
M169,onic,ban,chip,first,1
M169,onic,ban,kalea,first,1
M169,onic,ban,joy,first,1
M169,onic,ban,fredrinn,second,1
M169,onic,ban,suyou,second,1
M169,dewa,pick,gloo,exp,0
M169,dewa,pick,lancelot,jungler,0
M169,dewa,pick,yve,mid,0
M169,dewa,pick,granger,gold,0
M169,dewa,pick,chou,roam,0
M169,onic,pick,baxia,exp,1
M169,onic,pick,ling,jungler,1
M169,onic,pick,kimmy,mid,1
M169,onic,pick,claude,gold,1
M169,onic,pick,khaleed,roam,1
M170,evos,ban,phoveus,first,1
M170,evos,ban,luo yi,first,1
M170,evos,ban,hayabusa,first,1
M170,evos,ban,beatrix,second,1
M170,evos,ban,lukas,second,1
M170,navi,ban,fanny,first,0
M170,navi,ban,granger,first,0
M170,navi,ban,joy,first,0
M170,navi,ban,ling,second,0
M170,navi,ban,gloo,second,0
M170,evos,pick,cici,exp,1
M170,evos,pick,guinevere,jungler,1
M170,evos,pick,pharsa,mid,1
M170,evos,pick,harith,gold,1
M170,evos,pick,chip,roam,1
M170,navi,pick,benedetta,exp,0
M170,navi,pick,baxia,jungler,0
M170,navi,pick,valentina,mid,0
M170,navi,pick,irithel,gold,0
M170,navi,pick,kalea,roam,0
M171,evos,ban,phoveus,first,0
M171,evos,ban,luo yi,first,0
M171,evos,ban,lukas,first,0
M171,evos,ban,valentina,second,0
M171,evos,ban,zhuxin,second,0
M171,navi,ban,fanny,first,1
M171,navi,ban,joy,first,1
M171,navi,ban,mathilda,first,1
M171,navi,ban,ling,second,1
M171,navi,ban,suyou,second,1
M171,evos,pick,xborg,exp,0
M171,evos,pick,guinevere,jungler,0
M171,evos,pick,pharsa,mid,0
M171,evos,pick,harith,gold,0
M171,evos,pick,chip,roam,0
M171,navi,pick,gloo,exp,1
M171,navi,pick,hayabusa,jungler,1
M171,navi,pick,kimmy,mid,1
M171,navi,pick,granger,gold,1
M171,navi,pick,kalea,roam,1
M172,evos,ban,joy,first,1
M172,evos,ban,chip,first,1
M172,evos,ban,kimmy,first,1
M172,evos,ban,hylos,second,1
M172,evos,ban,gloo,second,1
M172,navi,ban,lukas,first,0
M172,navi,ban,mathilda,first,0
M172,navi,ban,fanny,first,0
M172,navi,ban,phoveus,second,0
M172,navi,ban,xborg,second,0
M172,evos,pick,gatotkaca,exp,1
M172,evos,pick,suyou,jungler,1
M172,evos,pick,pharsa,mid,1
M172,evos,pick,harith,gold,1
M172,evos,pick,baxia,roam,1
M172,navi,pick,cici,exp,0
M172,navi,pick,fredrinn,jungler,0
M172,navi,pick,luo yi,mid,0
M172,navi,pick,granger,gold,0
M172,navi,pick,kalea,roam,0
M173,liquid,ban,lukas,first,1
M173,liquid,ban,hayabusa,first,1
M173,liquid,ban,phoveus,first,1
M173,liquid,ban,hylos,second,1
M173,liquid,ban,esmeralda,second,1
M173,rrq,ban,fanny,first,0
M173,rrq,ban,joy,first,0
M173,rrq,ban,harith,first,0
M173,rrq,ban,kalea,second,0
M173,rrq,ban,yve,second,0
M173,liquid,pick,hilda,exp,1
M173,liquid,pick,ling,jungler,1
M173,liquid,pick,kimmy,mid,1
M173,liquid,pick,granger,gold,1
M173,liquid,pick,chip,roam,1
M173,rrq,pick,gloo,exp,0
M173,rrq,pick,suyou,jungler,0
M173,rrq,pick,zhuxin,mid,0
M173,rrq,pick,karrie,gold,0
M173,rrq,pick,franco,roam,0
M174,liquid,ban,lukas,first,1
M174,liquid,ban,hayabusa,first,1
M174,liquid,ban,phoveus,first,1
M174,liquid,ban,hylos,second,1
M174,liquid,ban,esmeralda,second,1
M174,rrq,ban,fanny,first,0
M174,rrq,ban,joy,first,0
M174,rrq,ban,baxia,first,0
M174,rrq,ban,granger,second,0
M174,rrq,ban,harith,second,0
M174,liquid,pick,hilda,exp,1
M174,liquid,pick,ling,jungler,1
M174,liquid,pick,zhuxin,mid,1
M174,liquid,pick,kimmy,gold,1
M174,liquid,pick,chip,roam,1
M174,rrq,pick,gloo,exp,0
M174,rrq,pick,suyou,jungler,0
M174,rrq,pick,pharsa,mid,0
M174,rrq,pick,beatrix,gold,0
M174,rrq,pick,kalea,roam,0
M175,onic,ban,hayabusa,first,1
M175,onic,ban,ling,first,1
M175,onic,ban,hanzo,first,1
M175,onic,ban,zhuxin,second,1
M175,onic,ban,yve,second,1
M175,ae,ban,fanny,first,0
M175,ae,ban,suyou,first,0
M175,ae,ban,badang,first,0
M175,ae,ban,masha,second,0
M175,ae,ban,benedetta,second,0
M175,onic,pick,paquito,exp,1
M175,onic,pick,fredrinn,jungler,1
M175,onic,pick,luo yi,mid,1
M175,onic,pick,harith,gold,1
M175,onic,pick,chip,roam,1
M175,ae,pick,phoveus,exp,0
M175,ae,pick,joy,jungler,0
M175,ae,pick,kimmy,mid,0
M175,ae,pick,granger,gold,0
M175,ae,pick,gatotkaca,roam,0
M176,onic,ban,ling,first,1
M176,onic,ban,hanzo,first,1
M176,onic,ban,joy,first,1
M176,onic,ban,hilda,second,1
M176,onic,ban,gatotkaca,second,1
M176,ae,ban,fanny,first,0
M176,ae,ban,granger,first,0
M176,ae,ban,harith,first,0
M176,ae,ban,baxia,second,0
M176,ae,ban,hylos,second,0
M176,onic,pick,gloo,exp,1
M176,onic,pick,hayabusa,jungler,1
M176,onic,pick,luo yi,mid,1
M176,onic,pick,claude,gold,1
M176,onic,pick,badang,roam,1
M176,ae,pick,phoveus,exp,0
M176,ae,pick,suyou,jungler,0
M176,ae,pick,kimmy,mid,0
M176,ae,pick,moskov,gold,0
M176,ae,pick,kalea,roam,0
M177,dewa,ban,lukas,first,0
M177,dewa,ban,harith,first,0
M177,dewa,ban,moskov,first,0
M177,dewa,ban,beatrix,second,0
M177,dewa,ban,ling,second,0
M177,evos,ban,chip,first,1
M177,evos,ban,joy,first,1
M177,evos,ban,fanny,first,1
M177,evos,ban,gloo,second,1
M177,evos,ban,phoveus,second,1
M177,dewa,pick,badang,exp,0
M177,dewa,pick,hayabusa,jungler,0
M177,dewa,pick,pharsa,mid,0
M177,dewa,pick,granger,gold,0
M177,dewa,pick,khaleed,roam,0
M177,evos,pick,kalea,exp,1
M177,evos,pick,baxia,jungler,1
M177,evos,pick,kimmy,mid,1
M177,evos,pick,wanwan,gold,1
M177,evos,pick,angela,roam,1
M178,dewa,ban,chip,first,0
M178,dewa,ban,fanny,first,0
M178,dewa,ban,lukas,first,0
M178,dewa,ban,angela,second,0
M178,dewa,ban,gloo,second,0
M178,evos,ban,luo yi,first,1
M178,evos,ban,phoveus,first,1
M178,evos,ban,hayabusa,first,1
M178,evos,ban,cecilion,second,1
M178,evos,ban,pharsa,second,1
M178,dewa,pick,terizla,exp,0
M178,dewa,pick,joy,jungler,0
M178,dewa,pick,kimmy,mid,0
M178,dewa,pick,granger,gold,0
M178,dewa,pick,baxia,roam,0
M178,evos,pick,badang,exp,1
M178,evos,pick,fredrinn,jungler,1
M178,evos,pick,zhuxin,mid,1
M178,evos,pick,moskov,gold,1
M178,evos,pick,kalea,roam,1
M179,ae,ban,masha,first,1
M179,ae,ban,fredrinn,first,1
M179,ae,ban,zhuxin,first,1
M179,ae,ban,wanwan,second,1
M179,ae,ban,chip,second,1
M179,btr,ban,hayabusa,first,0
